0.0627 5.9371 GH SHAI BHZ 0.107
-0.3687 6.1924 GH KUKU BHZ 0.240
0.0681 6.2984 GH AKOS BHZ 0.217
-0.3333 5.5885 GH WEIJ BHZ 0.203
0.4407 6.6142 GH KLEF BHZ 0.313
-1.4371 6.4647 GH MRON BHZ 0.361
