id,time,latitude,longitude,depth_km,coherence_std,coherence_med,coherence_max,coherence_mean,coherence_min,coherence_MAD,coherence_kurtosis,coherence_skewness,coherence_normstd,coherence_normMAD,coherence_normkurtosis,coherence_normskewness,starttime,endtime,station_num,phase_num,dir,pick,asso_station_all,asso_station_PS,asso_station_P,asso_station_S,asso_P_all,asso_S_all,asso_phase_all,arrivaltime,rms_pickarvt,mae_pickarvt
malmi_20121009120546479939_000001,2012-10-09T12:05:46.479939Z,5.580485776771142,-0.2881393662040921,7.6,0.0279089899940576,0.0001467749794553,0.3605600404889626,0.0084069556917465,1.120387504076219e-05,5.589923136761035e-05,15.335662204663908,3.930075439468418,0.0774069617202585,0.0001550392781532,15.335662204664011,3.9300754394684407,2012-10-09 12:03:29.720000,2012-10-09 12:08:49.420000,5,10,./Single/MIL_OUTPUTS/data_MIG/primary_events/result_MLprob_tt_1km/2012-10-09T12:03:29.720000,"{'GH.SHAI': {'P': UTCDateTime(2012, 10, 9, 12, 5, 55, 440000), 'P_snr': 6.5953761998508025, 'S': UTCDateTime(2012, 10, 9, 12, 6, 2, 120000), 'S_snr': 3.9405600093238458}, 'GH.WEIJ': {'P': UTCDateTime(2012, 10, 9, 12, 5, 48, 500000), 'P_snr': 79.01965516820243, 'S': UTCDateTime(2012, 10, 9, 12, 5, 50, 100000), 'S_snr': 119.0155442755654}, 'GH.KLEF': {'P': UTCDateTime(2012, 10, 9, 12, 6, 8, 780000), 'P_snr': 3.639005599713368, 'S': UTCDateTime(2012, 10, 9, 12, 6, 25, 670000), 'S_snr': 4.344394629053092}, 'GH.MRON': {'P': UTCDateTime(2012, 10, 9, 12, 6, 12, 940000), 'P_snr': 2.123888114684266, 'S': UTCDateTime(2012, 10, 9, 12, 6, 30, 640000), 'S_snr': 2.929513194993627}, 'GH.KUKU': {'P': UTCDateTime(2012, 10, 9, 12, 5, 57, 890000), 'P_snr': 16.371654466573244, 'S': UTCDateTime(2012, 10, 9, 12, 6, 5, 850000), 'S_snr': 4.681041947134336}}",5,5,0,0,5,5,10,"{'GH.SHAI': {'P': UTCDateTime(2012, 10, 9, 12, 5, 55, 687071), 'S': UTCDateTime(2012, 10, 9, 12, 6, 2, 124692)}, 'GH.AKOS': {'P': UTCDateTime(2012, 10, 9, 12, 6, 1, 176894), 'S': UTCDateTime(2012, 10, 9, 12, 6, 11, 452956)}, 'GH.WEIJ': {'P': UTCDateTime(2012, 10, 9, 12, 5, 48, 60000), 'S': UTCDateTime(2012, 10, 9, 12, 5, 49, 164934)}, 'GH.KLEF': {'P': UTCDateTime(2012, 10, 9, 12, 6, 9, 538685), 'S': UTCDateTime(2012, 10, 9, 12, 6, 25, 661191)}, 'GH.MRON': {'P': UTCDateTime(2012, 10, 9, 12, 6, 12, 931109), 'S': UTCDateTime(2012, 10, 9, 12, 6, 31, 411332)}, 'GH.KUKU': {'P': UTCDateTime(2012, 10, 9, 12, 5, 57, 887949), 'S': UTCDateTime(2012, 10, 9, 12, 6, 5, 864586)}}",0.47957732515924895,0.31911829999999997
